Hand,Weight,Combos,Equity,EV,EQR,Bet 1 %,Bet 1 EV,Check %,Check EV
8d3s,1,726,0.267318,0.146183,0.273424,0.000702,0.118316,0.999298,0.146202
8d3h,1,726,0.267776,0.149273,0.278728,0.00032,0.107393,0.99968,0.149287
8d3c,1,727,0.267451,0.148396,0.277427,0.000153,0.101178,0.999847,0.148403
8c3s,1,726,0.267318,0.146183,0.273424,0.000702,0.118316,0.999298,0.146202
8c3h,1,726,0.267776,0.149273,0.278728,0.00032,0.107393,0.99968,0.149287
8c3d,1,727,0.267451,0.148396,0.277427,0.000153,0.101178,0.999847,0.148403
8s2h,1,730,0.265796,0.146527,0.275639,0.000214,0.108706,0.999786,0.146535
8s2d,1,731,0.265476,0.145527,0.274088,0.000153,0.104692,0.999847,0.145533
8s2c,1,731,0.265476,0.145527,0.274088,0.000153,0.104692,0.999847,0.145533
8h2s,1,730,0.265711,0.146008,0.274751,0.000549,0.117013,0.999451,0.146024
8h2d,1,731,0.265886,0.147441,0.277264,0.000153,0.103289,0.999847,0.147448
8h2c,1,731,0.265886,0.147441,0.277264,0.000153,0.103289,0.999847,0.147448
8d2s,1,729,0.266101,0.147131,0.276458,0.00116,0.1254,0.99884,0.147156
8d2h,1,729,0.266597,0.149573,0.280522,0.000427,0.113754,0.999573,0.149588
8d2c,1,730,0.266276,0.148695,0.279213,0.00032,0.10845,0.99968,0.148708
8c2s,1,729,0.266101,0.147131,0.276458,0.00116,0.1254,0.99884,0.147156
8c2h,1,729,0.266597,0.149573,0.280522,0.000427,0.113754,0.999573,0.149588
8c2d,1,730,0.266276,0.148695,0.279213,0.00032,0.10845,0.99968,0.148708
7s6s,1,711,0.931221,3.71697,1.99575,0.004959,3.68511,0.995041,3.71712
7h6h,1,711,0.93364,3.75948,2.01335,0.027161,3.73969,0.972839,3.76003
7s3s,1,711,0.927149,3.63075,1.95802,0.127718,3.61976,0.872282,3.63236
7h3h,1,711,0.929797,3.68206,1.98004,0.228382,3.67133,0.771618,3.68524
7s2s,1,713,0.926341,3.60972,1.94838,0.271672,3.60077,0.728328,3.61307
7h2h,1,713,0.929054,3.66184,1.97073,0.328847,3.65428,0.671153,3.66554
7s5h,1,709,0.930317,3.7006,1.98889,0.009247,3.67531,0.990753,3.70084
7s5d,1,708,0.930995,3.68594,1.97957,0.068742,3.67514,0.931258,3.68673
7s5c,1,708,0.930995,3.68594,1.97957,0.068742,3.67514,0.931258,3.68673
7h5s,1,709,0.93013,3.70635,1.99238,0.004105,3.67031,0.995895,3.7065
7h5d,1,708,0.931107,3.68984,1.98143,0.063554,3.67935,0.936446,3.69056
7h5c,1,708,0.931107,3.68984,1.98143,0.063554,3.67935,0.936446,3.69056
7s4h,1,713,0.930325,3.6873,1.98173,0.024125,3.67313,0.975875,3.68765
7s4d,1,713,0.930361,3.67128,1.97304,0.077623,3.66331,0.922377,3.67195
7s4c,1,713,0.930361,3.67128,1.97304,0.077623,3.66331,0.922377,3.67195
7h4s,1,713,0.930207,3.69323,1.98517,0.006012,3.66462,0.993988,3.69341
7h4d,1,713,0.930477,3.67551,1.97507,0.075135,3.66776,0.924865,3.67614
7h4c,1,713,0.930477,3.67551,1.97507,0.075135,3.66776,0.924865,3.67614
7s3h,1,710,0.928136,3.63628,1.95892,0.214466,3.62647,0.785534,3.63896
7s3d,1,711,0.927565,3.63249,1.95808,0.17438,3.62317,0.82562,3.63446
7s3c,1,711,0.927565,3.63249,1.95808,0.17438,3.62317,0.82562,3.63446
7h3s,1,710,0.927867,3.63904,1.96097,0.106874,3.62766,0.893126,3.6404
7h3d,1,711,0.927681,3.63684,1.96018,0.162951,3.6275,0.837049,3.63866
7h3c,1,711,0.927681,3.63684,1.96018,0.162951,3.6275,0.837049,3.63866
7s2h,1,712,0.927376,3.61465,1.94886,0.323354,3.60835,0.676646,3.61765
7s2d,1,713,0.926808,3.61155,1.94838,0.279957,3.6026,0.720043,3.61503
7s2c,1,713,0.926808,3.61155,1.94838,0.279957,3.6026,0.720043,3.61503
7h2s,1,712,0.927055,3.61756,1.9511,0.259998,3.60835,0.740001,3.6208
7h2d,1,713,0.926924,3.61571,1.95038,0.27158,3.60665,0.72842,3.61909
7h2c,1,713,0.926924,3.61571,1.95038,0.27158,3.60665,0.72842,3.61909
6s5s,1,708,0.267742,0.180264,0.336637,0.104768,0.1805,0.895232,0.180236
6h5h,1,708,0.299342,0.303151,0.506362,0.801633,0.302785,0.198367,0.30463
6d5d,1,706,0.300866,0.31842,0.529171,0.812024,0.318122,0.187976,0.319707
6c5c,1,706,0.300866,0.31842,0.529171,0.812024,0.318122,0.187976,0.319707
6s4s,1,712,0.256648,0.16094,0.313542,0.010727,0.156014,0.989273,0.160993
6h4h,1,712,0.288941,0.271015,0.468981,0.740459,0.268703,0.259541,0.277613
6d4d,1,711,0.29006,0.282872,0.487609,0.744823,0.280796,0.255177,0.288931
6c4c,1,711,0.29006,0.282872,0.487609,0.744823,0.280796,0.255177,0.288931
6s3s,1,711,0.239945,0.130275,0.271469,0.000336,0.088956,0.999664,0.130289
6h3h,1,711,0.272936,0.199591,0.365638,0.387533,0.190912,0.612467,0.205083
6d3d,1,711,0.273704,0.202421,0.369781,0.457801,0.19616,0.542199,0.207708
6c3c,1,711,0.273704,0.202421,0.369781,0.457801,0.19616,0.542199,0.207708
6s2s,1,713,0.225635,0.114672,0.254108,0,0.059453,1,0.114672
6h2h,1,713,0.259449,0.185861,0.358184,0.005264,0.162432,0.994736,0.185985
6d2d,1,713,0.260144,0.186323,0.358116,0.009064,0.166095,0.990936,0.186508
6c2c,1,713,0.260144,0.186323,0.358116,0.009064,0.166095,0.990936,0.186508
6s5h,1,709,0.268487,0.184459,0.343515,0.018341,0.17955,0.981659,0.18455
6s5d,1,708,0.268804,0.186335,0.3466,0.079912,0.182213,0.920089,0.186693
6s5c,1,708,0.268804,0.186335,0.3466,0.079912,0.182213,0.920089,0.186693
6h5s,1,709,0.268501,0.185384,0.34522,0.011704,0.177971,0.988296,0.185471
6h5d,1,708,0.269236,0.191612,0.355844,0.046448,0.181685,0.953552,0.192096
6h5c,1,708,0.269236,0.191612,0.355844,0.046448,0.181685,0.953552,0.192096
6d5s,1,708,0.268817,0.184571,0.343303,0.02501,0.178918,0.97499,0.184716
6d5h,1,708,0.269235,0.188849,0.350714,0.037186,0.179841,0.962814,0.189197
6d5c,1,707,0.269553,0.190372,0.353124,0.129274,0.182903,0.870726,0.191481
6c5s,1,708,0.268817,0.184571,0.343303,0.02501,0.178918,0.97499,0.184716
6c5h,1,708,0.269235,0.188849,0.350714,0.037186,0.179841,0.962814,0.189197
6c5d,1,707,0.269553,0.190372,0.353124,0.129274,0.182903,0.870726,0.191481
6s4h,1,713,0.257362,0.164604,0.319791,0.004623,0.153403,0.995377,0.164656
6s4d,1,713,0.257368,0.165497,0.321518,0.007752,0.155889,0.992248,0.165572
6s4c,1,713,0.257368,0.165497,0.321518,0.007752,0.155889,0.992248,0.165572
6h4s,1,713,0.257416,0.165147,0.320778,0.002686,0.153141,0.997314,0.165179
6h4d,1,713,0.257795,0.16998,0.32968,0.002502,0.153534,0.997497,0.170021
6h4c,1,713,0.257795,0.16998,0.32968,0.002502,0.153534,0.997497,0.170021
6d4s,1,712,0.257736,0.164757,0.319623,0.003784,0.155228,0.996216,0.164793
6d4h,1,712,0.258109,0.168563,0.326535,0.002106,0.154311,0.997894,0.168593
6d4c,1,712,0.258116,0.169598,0.328532,0.003098,0.155752,0.996902,0.169641
6c4s,1,712,0.257736,0.164757,0.319623,0.003784,0.155228,0.996216,0.164793
6c4h,1,712,0.258109,0.168563,0.326535,0.002106,0.154311,0.997894,0.168593
6c4d,1,712,0.258116,0.169598,0.328532,0.003098,0.155752,0.996902,0.169641
6s3h,1,711,0.240384,0.133431,0.277537,0.000137,0.080426,0.999863,0.133438
6s3d,1,712,0.240076,0.132552,0.276062,0.000122,0.074904,0.999878,0.132559
6s3c,1,712,0.240076,0.132552,0.276062,0.000122,0.074904,0.999878,0.132559
6h3s,1,711,0.240366,0.133691,0.278098,0.000198,0.081607,0.999802,0.133701
6h3d,1,712,0.240496,0.13596,0.282665,0.000092,0.070187,0.999908,0.135966
6h3c,1,712,0.240496,0.13596,0.282665,0.000092,0.070187,0.999908,0.135966
6d3s,1,710,0.240683,0.133517,0.277372,0.000305,0.085045,0.999695,0.133532
6d3h,1,710,0.241123,0.136678,0.28342,0.000137,0.078869,0.999863,0.136686
6d3c,1,711,0.240813,0.135794,0.281948,0.000107,0.072029,0.999893,0.1358
6c3s,1,710,0.240683,0.133517,0.277372,0.000305,0.085045,0.999695,0.133532
6c3h,1,710,0.241123,0.136678,0.28342,0.000137,0.078869,0.999863,0.136686
6c3d,1,711,0.240813,0.135794,0.281948,0.000107,0.072029,0.999893,0.1358
6s2h,1,712,0.225716,0.115918,0.256778,0,0.049222,1,0.115918
6s2d,1,713,0.225406,0.115195,0.255528,0,0.045583,1,0.115195
6s2c,1,713,0.225406,0.115195,0.255528,0,0.045583,1,0.115195
6h2s,1,712,0.225664,0.116835,0.258869,0,0.050794,1,0.116835
6h2d,1,713,0.225819,0.117681,0.260565,0,0.040742,1,0.117681
6h2c,1,713,0.225819,0.117681,0.260565,0,0.040742,1,0.117681
6d2s,1,711,0.225981,0.117036,0.258951,0,0.053527,1,0.117036
6d2h,1,711,0.226448,0.11848,0.261604,0,0.046835,1,0.11848
6d2c,1,712,0.226136,0.117621,0.260067,0,0.042146,1,0.117621
6c2s,1,711,0.225981,0.117036,0.258951,0,0.053527,1,0.117036
6c2h,1,711,0.226448,0.11848,0.261604,0,0.046835,1,0.11848
6c2d,1,712,0.226136,0.117621,0.260067,0,0.042146,1,0.117621
5s3s,1,707,0.224042,0.121665,0.271523,0.000183,0.074564,0.999817,0.121674
5h3h,1,707,0.257675,0.19183,0.372232,0.264103,0.182507,0.735897,0.195175
5d3d,1,707,0.258499,0.19513,0.377428,0.399268,0.189105,0.600732,0.199134
5c3c,1,707,0.258499,0.19513,0.377428,0.399268,0.189105,0.600732,0.199134
5s2s,1,710,0.210254,0.10804,0.256927,0,0.046281,1,0.10804
5h2h,1,710,0.244683,0.177661,0.363043,0.000916,0.15298,0.999084,0.177683
5d2d,1,710,0.245442,0.180289,0.367274,0.001022,0.158104,0.998978,0.180311
5c2c,1,710,0.245442,0.180289,0.367274,0.001022,0.158104,0.998978,0.180311
5s4h,1,710,0.241907,0.156891,0.324279,0.003647,0.148512,0.996353,0.156922
5s4d,1,710,0.241911,0.157672,0.325888,0.005539,0.150877,0.994461,0.15771
5s4c,1,710,0.241911,0.157672,0.325888,0.005539,0.150877,0.994461,0.15771
5h4s,1,710,0.241938,0.156638,0.323714,0.003723,0.151009,0.996277,0.156659
5h4d,1,710,0.242317,0.161096,0.332407,0.003159,0.151403,0.996841,0.161127
5h4c,1,710,0.242317,0.161096,0.332407,0.003159,0.151403,0.996841,0.161127
5d4s,1,709,0.242237,0.158597,0.327359,0.010025,0.155601,0.989975,0.158627
5d4h,1,709,0.242612,0.162286,0.334456,0.003326,0.154417,0.996674,0.162312
5d4c,1,709,0.242616,0.163329,0.3366,0.00473,0.155864,0.99527,0.163365
5c4s,1,709,0.242237,0.158597,0.327359,0.010025,0.155601,0.989975,0.158627
5c4h,1,709,0.242612,0.162286,0.334456,0.003326,0.154417,0.996674,0.162312
5c4d,1,709,0.242616,0.163329,0.3366,0.00473,0.155864,0.99527,0.163365
5s3h,1,708,0.22486,0.125017,0.277987,0.000107,0.067174,0.999893,0.125023
5s3d,1,709,0.224571,0.124151,0.276418,0,0.061779,1,0.124151
5s3c,1,709,0.224571,0.124151,0.276418,0,0.061779,1,0.124151
5h3s,1,708,0.224833,0.124752,0.277432,0.000137,0.071786,0.999863,0.124759
5h3d,1,709,0.224973,0.126915,0.282067,0,0.058226,1,0.126915
5h3c,1,709,0.224973,0.126915,0.282067,0,0.058226,1,0.126915
5d3s,1,707,0.22513,0.126541,0.281041,0.00032,0.079446,0.99968,0.126556
5d3h,1,707,0.225559,0.129715,0.287541,0.000137,0.069681,0.999863,0.129723
5d3c,1,708,0.225269,0.128838,0.285965,0.000092,0.062298,0.999908,0.128844
5c3s,1,707,0.22513,0.126541,0.281041,0.00032,0.079446,0.99968,0.126556
5c3h,1,707,0.225559,0.129715,0.287541,0.000137,0.069681,0.999863,0.129723
5c3d,1,708,0.225269,0.128838,0.285965,0.000092,0.062298,0.999908,0.128844
5s2h,1,710,0.210695,0.109485,0.25982,0,0.037345,1,0.109485
5s2d,1,711,0.210404,0.10877,0.258478,0,0.033451,1,0.10877
5s2c,1,711,0.210404,0.10877,0.258478,0,0.033451,1,0.10877
5h2s,1,710,0.210643,0.10988,0.260819,0,0.041945,1,0.10988
5h2d,1,711,0.210792,0.110738,0.262671,0,0.03017,1,0.110738
5h2c,1,711,0.210792,0.110738,0.262671,0,0.03017,1,0.110738
5d2s,1,709,0.210939,0.111124,0.263403,0,0.049015,1,0.111124
5d2h,1,709,0.211381,0.112703,0.266588,0,0.039804,1,0.112703
5d2c,1,710,0.211088,0.111982,0.265249,0,0.034586,1,0.111982
5c2s,1,709,0.210939,0.111124,0.263403,0,0.049015,1,0.111124
5c2h,1,709,0.211381,0.112703,0.266588,0,0.039804,1,0.112703
5c2d,1,710,0.211088,0.111982,0.265249,0,0.034586,1,0.111982
4s2s,1,713,0.206408,0.10446,0.253042,0.000107,0.053303,0.999893,0.104465
4h2h,1,713,0.240998,0.174963,0.362995,0.001556,0.155235,0.998444,0.174993
4d2d,1,714,0.241469,0.175849,0.364125,0.002029,0.157202,0.997971,0.175887
4c2c,1,714,0.241469,0.175849,0.364125,0.002029,0.157202,0.997971,0.175887
4s3h,1,712,0.221141,0.119837,0.270951,0.000336,0.08447,0.999664,0.119849
4s3d,1,713,0.220859,0.119113,0.26966,0.000168,0.076594,0.999832,0.11912
4s3c,1,713,0.220859,0.119113,0.26966,0.000168,0.076594,0.999832,0.11912
4h3s,1,712,0.221086,0.119833,0.27101,0.000488,0.087353,0.999512,0.119849
4h3d,1,713,0.221224,0.1216,0.274834,0.000137,0.072145,0.999863,0.121607
4h3c,1,713,0.221224,0.1216,0.274834,0.000137,0.072145,0.999863,0.121607
4d3s,1,712,0.221089,0.120486,0.272484,0.00058,0.089711,0.99942,0.120504
4d3h,1,712,0.22151,0.123112,0.277892,0.00032,0.082766,0.99968,0.123125
4d3c,1,713,0.221227,0.122254,0.276308,0.000153,0.074893,0.999847,0.122261
4c3s,1,712,0.221089,0.120486,0.272484,0.00058,0.089711,0.99942,0.120504
4c3h,1,712,0.22151,0.123112,0.277892,0.00032,0.082766,0.99968,0.123125
4c3d,1,713,0.221227,0.122254,0.276308,0.000153,0.074893,0.999847,0.122261
4s2h,1,713,0.206841,0.106035,0.256321,0,0.043751,1,0.106035
4s2d,1,714,0.206556,0.105328,0.254961,0,0.037512,1,0.105328
4s2c,1,714,0.206556,0.105328,0.254961,0,0.037512,1,0.105328
4h2s,1,713,0.206767,0.106555,0.25767,0.000061,0.046368,0.999939,0.106559
4h2d,1,714,0.206914,0.107288,0.259256,0,0.032024,1,0.107288
4h2c,1,714,0.206914,0.107288,0.259256,0,0.032024,1,0.107288
4d2s,1,713,0.20677,0.107077,0.258928,0.000092,0.049639,0.999908,0.107082
4d2h,1,713,0.207202,0.108652,0.262189,0,0.041134,1,0.108652
4d2c,1,714,0.206917,0.107941,0.260831,0,0.03529,1,0.107941
4c2s,1,713,0.20677,0.107077,0.258928,0.000092,0.049639,0.999908,0.107082
4c2h,1,713,0.207202,0.108652,0.262189,0,0.041134,1,0.108652
4c2d,1,714,0.206917,0.107941,0.260831,0,0.03529,1,0.107941
3s2s,1,712,0.202682,0.099401,0.245213,0.000137,0.049615,0.999863,0.099408
3h2h,1,712,0.237252,0.168443,0.354986,0.000702,0.140814,0.999298,0.168462
3d2d,1,714,0.237454,0.168289,0.35436,0.000641,0.136818,0.999359,0.168309
3c2c,1,714,0.237454,0.168289,0.35436,0.000641,0.136818,0.999359,0.168309
3s2h,1,712,0.20311,0.100843,0.248247,0.000092,0.037822,0.999908,0.100849
3s2d,1,713,0.20283,0.100147,0.246875,0,0.032629,1,0.100147
3s2c,1,713,0.20283,0.100147,0.246875,0,0.032629,1,0.100147
3h2s,1,712,0.203091,0.101242,0.249253,0,0.036118,1,0.101242
3h2d,1,713,0.203238,0.10211,0.251208,0,0.022292,1,0.10211
3h2c,1,713,0.203238,0.10211,0.251208,0,0.022292,1,0.10211
3d2s,1,713,0.20281,0.100671,0.24819,0,0.030797,1,0.100671
3d2h,1,713,0.203238,0.10211,0.251208,0,0.021899,1,0.10211
3d2c,1,714,0.202957,0.101538,0.250146,0,0.018304,1,0.101538
3c2s,1,713,0.20281,0.100671,0.24819,0,0.030797,1,0.100671
3c2h,1,713,0.203238,0.10211,0.251208,0,0.021899,1,0.10211
3c2d,1,714,0.202957,0.101538,0.250146,0,0.018304,1,0.101538
